index,age,weight_lbs,temperature,heart_rate_bpm,resp_rate_bpm,mm,crt,mentation,vomiting,diarrhea,inappetence,lethargic,lameness,muscle_pain,joint_swelling,reported_weight_loss,skin_condition,is_4dx_tested
23130,0.6666666666666666,12,101,110,25,0,0,4,1,1,1,2,0,2,0,0,2,Negative
23132,0.4166666666666667,31,100,132,29,0,0,1,2,3,0,2,0,2,2,0,2,Negative
23133,0.9166666666666666,61,102,106,132,2,2,1,3,3,2,2,0,2,0,0,0,Negative
23137,2,32,101,146,23,2,1,4,3,1,2,2,0,2,0,0,2,Negative
23139,0.8333333333333334,83,104,92,139,2,0,2,1,1,2,2,1,2,2,0,2,Positive
23141,1,77,101,173,35,2,0,4,3,3,2,2,0,2,2,0,0,Negative
23143,0.6666666666666666,69,100,185,30,2,0,2,1,3,1,2,0,2,2,0,2,Negative
23144,2,85,102,117,27,2,1,2,2,3,0,0,0,2,2,0,2,Negative
23145,3,32,102,179,133,2,1,1,3,1,2,2,0,2,2,1,2,Negative
23149,6,38,102,99,52,0,1,2,3,1,2,2,0,2,2,0,2,Negative
23158,9,35,99,188,35,2,0,4,1,0,2,1,0,2,2,0,2,Negative
23167,2,17,100,119,45,2,2,4,3,1,0,0,0,2,2,0,1,Negative
23170,3,73,101,163,31,1,3,2,1,1,1,0,0,2,2,0,2,Negative
23173,7,35,99,175,34,2,1,2,1,1,2,1,0,2,2,0,2,Negative
23175,0.3333333333333333,54,104,92,120,2,0,0,3,1,0,0,1,1,2,1,0,Positive
23178,1,10,102,98,26,2,0,4,0,1,0,2,0,2,0,0,2,Negative
23179,0.08333333333333333,15,101,156,35,2,0,4,1,1,2,2,0,2,2,1,2,Negative
23180,0.08333333333333333,60,105,169,40,2,1,2,3,1,0,0,1,1,1,1,2,Positive
23184,0.08333333333333333,51,99,188,44,2,0,1,3,3,0,2,0,2,2,0,2,Negative
23185,0.16666666666666666,66,102,142,44,2,0,4,1,3,2,2,0,2,2,0,2,Negative
23195,1,28,101,90,148,2,1,1,1,1,2,1,0,2,2,0,2,Negative
23197,8,165,99,171,137,2,1,1,0,3,2,2,0,2,2,1,2,Negative
23206,2,25,102,153,31,2,0,2,3,1,1,0,0,2,2,0,2,Negative
23208,4,39,99,142,21,2,0,0,1,1,2,2,0,2,2,0,2,Negative
23209,7,56,101,171,49,2,0,4,1,3,2,2,0,2,2,0,2,Negative
23213,1,10,102,110,37,2,0,0,1,3,2,1,0,2,0,0,0,Negative
23218,1,9,103,179,42,2,1,1,1,3,0,2,0,0,1,0,2,Positive
23219,1,76,102,93,138,2,1,1,3,1,2,0,0,2,2,0,2,Negative
23220,4,8,101,166,35,2,1,4,1,2,2,2,0,2,2,0,4,Negative
23221,3,40,102,149,51,1,3,1,3,0,1,2,0,2,2,0,2,Negative
23224,0.75,76,100,119,22,2,0,1,3,2,2,0,0,0,2,0,2,Negative
23226,0.16666666666666666,78,101,157,43,0,0,4,1,3,2,0,0,2,2,0,2,Negative
23228,4,34,99,179,124,2,0,2,3,1,2,0,0,2,2,1,2,Negative
23229,4,67,99,189,48,2,2,1,1,1,2,2,0,2,2,0,2,Negative
23232,2,82,100,91,140,2,0,2,3,3,0,1,0,2,2,0,2,Negative
23233,0.9166666666666666,19,103,166,55,1,3,2,3,2,2,0,0,2,1,1,0,Positive
23237,1,65,100,92,54,2,0,1,1,3,2,1,0,2,2,0,2,Negative
23243,8,35,100,97,58,1,3,1,3,3,2,0,0,2,2,1,2,Negative
23244,16,83,102,92,136,2,0,2,0,1,2,0,0,2,2,0,2,Negative
23249,0.08333333333333333,29,100,90,121,2,0,4,1,2,2,1,0,2,2,0,2,Negative
23251,0.3333333333333333,75,105,88,58,2,0,2,2,2,2,1,1,1,1,1,2,Positive
23253,1,70,101,142,31,0,2,1,3,3,1,1,0,2,0,0,2,Negative
23263,2,24,103,95,142,2,0,2,3,1,0,2,1,1,1,0,2,Positive
23264,7,46,100,108,44,2,2,4,1,3,1,0,0,2,2,0,2,Negative
23265,2,22,102,105,149,1,3,4,1,2,3,0,0,2,2,0,2,Negative
23268,7,63,101,149,33,2,2,2,1,3,2,0,0,2,2,0,2,Negative
23270,2,189,102,95,49,1,3,1,3,2,2,2,0,2,2,0,2,Negative
23276,0.08333333333333333,24,103,165,53,1,3,4,1,3,1,1,1,1,2,1,0,Positive
23280,2,21,101,171,49,2,0,4,1,3,1,0,0,2,2,1,2,Negative
23283,1,74,101,143,58,2,2,4,0,1,2,1,0,2,2,0,0,Negative
23285,4,76,99,125,21,2,0,1,1,1,1,2,0,2,2,0,0,Negative
23286,9,38,104,142,51,0,1,2,1,1,1,0,1,1,1,1,0,Positive
23287,15,83,101,95,60,2,1,1,3,3,0,0,0,0,2,0,2,Negative
23288,0.019230769230769232,52,100,189,141,2,2,4,0,3,1,2,0,2,0,1,0,Negative
23290,0.019230769230769232,35,102,184,46,2,0,1,1,3,2,0,0,2,2,0,2,Negative
23291,0.019230769230769232,88,102,129,36,2,1,0,2,3,1,2,0,2,2,1,2,Negative
23296,1,63,100,137,136,2,0,4,3,1,2,2,0,2,2,0,2,Negative
23297,4,59,101,120,138,2,2,2,1,1,2,1,0,2,2,0,2,Negative
23298,0.16666666666666666,71,101,91,22,2,0,2,1,1,2,2,0,2,2,0,2,Negative
23300,0.5833333333333334,54,101,159,148,2,0,4,1,2,0,1,1,2,2,0,2,Negative
23306,1,69,100,173,121,2,1,2,2,3,1,2,0,2,2,0,2,Negative
23307,9,55,99,119,50,2,1,4,3,2,0,2,0,2,0,0,2,Negative
23308,0.08333333333333333,59,99,145,25,2,0,2,1,1,0,2,0,2,2,0,2,Negative
23311,3,60,102,162,41,1,3,2,3,3,2,2,1,2,2,0,2,Negative
23313,4,24,105,185,22,1,3,2,3,0,0,1,1,1,1,1,0,Positive
23315,4,142,102,143,39,0,2,2,0,2,0,2,0,2,2,0,0,Negative
23316,12,36,102,90,23,1,3,2,3,1,0,2,0,0,2,0,2,Negative
23321,6,47,102,146,22,2,0,2,3,0,0,1,0,2,2,1,2,Negative
23325,2,58,100,140,44,2,0,1,3,0,2,0,0,0,2,0,2,Negative
23327,9,57,105,117,39,2,2,4,3,0,2,0,0,0,2,0,3,Positive
23329,12,40,102,117,21,1,3,4,3,3,1,1,0,2,0,0,0,Negative
23331,2,53,101,136,53,2,0,1,2,3,0,1,0,2,2,0,2,Negative
23332,9,82,101,179,24,1,3,4,3,1,1,2,0,0,2,0,2,Negative
23334,3,70,100,110,28,2,0,1,1,1,2,1,0,2,0,0,2,Negative
23335,15,60,101,121,21,2,0,1,3,1,0,2,0,2,2,0,2,Negative
23337,1,21,100,146,21,2,0,4,1,3,2,2,0,0,2,0,2,Negative
23338,0.5,41,104,99,141,2,2,2,0,1,0,0,0,2,1,0,2,Positive
23339,1,59,101,146,26,1,3,1,1,3,0,2,0,2,2,0,2,Negative
23340,7,54,103,105,22,0,0,2,3,3,2,0,0,2,2,1,2,Positive
23343,1,75,102,150,29,2,2,1,1,1,2,2,0,2,2,0,2,Negative
23346,0.3333333333333333,43,102,138,60,2,1,4,3,2,2,2,0,2,0,1,2,Negative
23351,5,50,102,103,18,2,0,1,1,1,2,0,0,2,2,0,2,Negative
23352,1,79,103,129,150,0,0,2,1,3,0,0,1,1,1,0,0,Positive
23353,2,38,103,97,19,2,2,2,1,2,0,2,0,1,2,1,2,Positive
23357,0.3333333333333333,73,99,145,132,2,2,4,1,3,0,2,0,2,2,0,2,Negative
23359,3,28,99,93,55,2,0,2,1,1,2,0,0,2,2,0,0,Negative
23363,1,37,101,108,25,2,0,2,2,3,2,2,0,2,0,0,2,Negative
23364,1,74,99,168,18,2,1,4,2,3,0,2,0,2,2,0,2,Negative
23366,0.6666666666666666,37,99,158,50,2,1,1,3,1,0,1,0,2,2,0,2,Negative
23368,3,53,102,121,147,2,0,2,3,3,2,0,0,2,0,0,0,Negative
23369,2,35,102,134,139,1,3,1,1,3,2,2,0,2,2,0,2,Negative
23371,1,57,101,146,30,1,3,1,3,3,2,1,0,2,2,0,2,Negative
23374,3,180,99,107,29,0,0,2,3,3,2,0,0,2,2,0,2,Negative
23377,2,66,101,166,23,2,0,4,1,2,2,0,0,2,0,0,2,Negative
23379,1,76,100,152,35,2,0,2,3,1,2,0,0,0,2,0,2,Negative
23381,1,61,102,123,43,2,1,2,1,0,0,2,0,2,2,1,2,Negative
23384,2,63,102,178,140,2,0,1,3,1,2,0,0,2,2,0,2,Negative
23390,12,78,99,142,49,2,0,1,1,1,1,2,0,2,2,0,2,Negative
23392,1,78,101,148,142,2,0,2,3,1,2,2,0,2,2,0,2,Negative
23394,3,32,105,143,37,1,3,2,1,3,0,2,1,1,0,0,0,Positive
23395,2,6,105,180,47,2,0,2,1,1,2,1,0,0,2,0,0,Positive
23397,0.08333333333333333,54,103,190,58,2,0,4,1,3,2,0,1,1,2,0,2,Positive
23398,0.08333333333333333,41,101,101,41,2,1,1,1,3,2,0,0,0,2,0,2,Negative
23403,1,61,101,186,19,2,0,4,3,1,2,2,0,2,2,0,0,Negative
23406,1,51,100,143,51,2,0,4,1,3,2,2,0,0,2,1,2,Negative
23414,5,45,102,124,25,2,2,1,1,2,0,0,0,2,2,0,2,Negative
23415,6,88,101,128,21,2,1,2,3,3,0,2,0,2,2,0,2,Negative
23421,2,75,99,138,137,2,1,0,3,3,1,0,0,2,0,0,0,Negative
23423,4,67,101,144,57,2,0,4,3,1,2,1,0,2,2,1,2,Negative
23424,8,31,103,149,39,0,1,2,1,1,0,0,1,2,2,1,3,Positive
23426,1,88,99,111,37,2,0,4,3,1,1,0,0,2,2,0,2,Negative
23428,7,34,100,171,45,2,1,2,1,2,1,2,1,2,2,0,2,Negative
23430,2,35,105,180,43,0,1,0,1,3,1,1,0,1,0,1,2,Positive
23431,1,59,100,178,33,0,0,1,1,0,1,2,0,2,0,0,1,Negative
23436,11,60,99,107,134,1,3,4,1,1,0,2,0,2,2,0,2,Negative
23438,2,15,102,137,121,2,0,2,1,1,2,2,0,2,2,0,2,Negative
23441,1,87,100,104,18,1,3,1,1,3,1,0,0,2,0,0,2,Negative
23449,2,50,99,101,56,0,0,4,1,3,0,0,0,2,2,0,2,Negative
23450,0.75,28,99,135,35,0,1,4,3,3,2,2,0,2,2,0,0,Negative
23454,16,79,99,144,44,2,0,1,3,1,1,2,0,2,2,0,2,Negative
23457,1,67,99,133,58,2,0,1,1,3,2,0,0,2,2,0,2,Negative
23458,2,76,104,171,32,1,3,2,2,1,0,1,1,2,1,0,2,Positive
23459,2,31,104,186,33,2,0,2,3,1,2,0,1,1,0,0,2,Positive
23465,3,32,100,142,137,2,0,2,1,1,0,2,0,2,2,1,2,Negative
23468,1,74,99,89,20,2,0,4,1,3,0,0,0,0,2,0,2,Negative
23470,3,24,99,171,30,1,3,1,1,1,2,0,0,2,0,0,2,Negative
23478,1,43,104,121,141,1,3,2,3,1,0,0,1,0,2,1,0,Positive
23480,2,21,100,100,54,2,0,2,1,1,2,1,0,2,2,0,2,Negative
23481,2,68,103,152,43,2,0,2,2,3,0,0,1,2,1,0,2,Positive
23484,0.3333333333333333,64,105,146,20,2,0,2,3,2,0,2,1,1,1,0,2,Positive
23486,4,26,99,121,125,2,2,1,3,1,1,1,0,2,2,0,2,Negative
23487,0.9166666666666666,88,101,166,134,2,1,4,3,3,2,2,0,2,2,1,2,Negative
23490,2,27,105,181,45,2,0,2,3,3,3,1,0,1,1,1,2,Positive
23491,5,74,99,146,53,0,0,4,1,1,2,0,0,0,2,0,2,Negative
23496,4,36,104,174,140,0,0,2,3,1,0,1,1,1,1,1,2,Positive
23502,1,83,100,144,22,2,0,4,3,1,0,0,0,2,2,0,2,Negative
23508,0.08333333333333333,10,102,109,141,2,2,2,1,3,2,0,0,2,2,0,2,Negative
23511,1,63,102,107,149,2,1,1,1,3,0,0,0,2,2,0,2,Negative
23518,1,12,105,125,147,2,2,4,2,1,1,1,1,2,2,1,2,Positive
23528,5,81,102,121,56,0,2,4,3,3,2,2,0,2,2,0,2,Negative
23538,1,87,102,170,33,2,2,1,3,3,2,1,0,2,0,0,2,Negative
23540,2,5,101,97,47,2,2,1,1,1,2,2,0,2,2,1,2,Negative
23545,2,14,102,147,46,1,3,4,1,3,2,0,0,2,2,1,2,Negative
23547,3,86,102,131,35,2,0,4,1,1,2,2,0,0,2,0,1,Negative
23549,0.08333333333333333,10,102,159,40,2,0,2,1,1,0,2,0,2,2,0,2,Negative
23550,0.08333333333333333,71,101,138,54,2,0,2,3,3,2,2,0,2,2,0,0,Negative
23552,6,35,101,122,48,0,0,1,3,1,0,0,0,2,1,0,2,Negative
23556,9,51,100,120,56,1,3,4,0,2,0,0,0,0,2,0,2,Negative
23560,6,63,101,178,25,0,0,1,1,0,0,0,0,2,2,0,2,Negative
23561,1,66,103,89,133,2,1,2,2,1,0,1,0,2,1,1,3,Positive
23562,6,55,102,119,137,2,1,0,2,2,2,2,0,0,2,0,2,Negative
23565,1,10,101,153,32,0,0,1,1,2,2,1,0,2,0,0,0,Negative
23573,7,12,102,150,33,2,0,4,3,3,2,1,0,2,0,0,2,Negative
23575,0.25,67,100,115,40,2,1,4,3,1,2,0,0,2,2,0,2,Negative
23576,4,36,100,190,52,2,2,4,3,3,2,2,0,2,2,0,2,Negative
23577,2,106,100,182,54,2,0,4,0,3,0,1,0,2,2,0,2,Negative
23579,0.4166666666666667,27,100,109,42,2,1,1,2,3,1,0,0,2,2,0,2,Negative
23581,2,82,102,109,54,2,1,1,1,3,2,2,0,0,2,0,2,Negative
23586,1,88,102,170,20,1,3,1,1,3,0,2,0,2,2,0,0,Negative
23587,2,69,101,91,28,2,0,1,3,1,2,2,0,2,0,0,2,Negative
23593,7,26,100,134,40,2,2,2,3,3,2,2,0,2,2,0,0,Negative
23598,0.8333333333333334,12,101,141,21,2,0,1,1,1,0,2,0,1,2,0,2,Negative
23600,0.75,62,102,125,142,2,0,2,3,3,2,0,0,2,2,0,2,Negative
23604,1,39,102,163,38,1,3,1,1,0,2,2,0,2,2,0,2,Negative
23611,8,100,99,122,126,2,0,4,3,3,2,2,0,2,2,0,2,Negative
23613,5,32,99,121,20,2,0,2,2,0,2,0,0,2,2,0,0,Negative
23614,2,20,104,88,28,0,1,2,2,3,0,0,1,1,1,0,0,Positive
23616,2,8,99,151,42,2,0,2,1,1,1,2,0,2,2,0,2,Negative
23617,3,19,103,187,33,0,0,2,3,1,2,0,0,2,1,0,2,Positive
23618,1,5,102,145,24,2,2,2,3,3,2,0,0,2,0,0,2,Negative
23620,1,14,100,176,22,1,3,4,3,0,2,0,0,2,2,0,0,Negative
23624,4,78,101,166,26,2,0,1,1,3,2,0,0,0,2,0,2,Negative
23630,2,42,102,102,43,2,2,2,3,3,2,2,0,2,2,0,0,Negative
23637,2,90,99,181,24,2,1,2,1,3,0,2,0,2,2,0,2,Negative
23640,1,61,101,163,148,1,3,1,0,1,0,2,0,2,2,0,2,Negative
23646,1,27,99,180,143,0,0,1,0,1,2,2,0,2,2,0,2,Negative
23648,1,53,101,153,18,2,2,1,3,2,0,0,0,2,2,0,2,Negative
23649,0.057692307692307696,75,100,129,43,2,0,1,1,3,2,2,0,2,2,0,2,Negative
23650,0.057692307692307696,155,105,100,32,2,2,2,3,1,0,2,0,1,2,1,0,Positive
23653,0.057692307692307696,22,99,179,43,2,0,1,2,1,0,0,0,0,2,0,2,Negative
23656,0.057692307692307696,90,105,164,121,2,1,2,2,3,0,0,0,0,1,1,2,Positive
23659,0.08333333333333333,75,99,134,31,2,1,1,1,1,2,2,0,2,0,0,2,Negative
23662,1,74,99,156,142,2,1,1,1,2,2,2,0,2,2,0,0,Negative
23663,4,5,101,155,132,0,0,1,1,3,2,0,0,0,2,0,2,Negative
23668,0.25,67,102,97,23,2,1,1,3,1,2,2,0,2,2,0,2,Negative
23672,11,35,102,113,39,2,2,2,3,1,1,0,0,0,2,0,2,Negative
23673,2,21,101,110,54,2,0,2,3,3,2,2,0,2,0,0,4,Negative
23675,2,35,99,124,36,0,1,2,1,3,2,0,0,2,2,0,2,Negative
23676,0.25,21,100,189,44,2,0,4,2,3,2,2,0,0,2,0,2,Negative
23685,1,73,99,129,35,1,3,1,3,1,1,1,0,2,2,0,2,Negative
23686,1,43,99,143,122,2,2,1,1,2,1,1,0,2,0,0,0,Negative
23689,0.16666666666666666,15,99,138,30,1,3,1,1,2,2,0,0,2,2,0,0,Negative
23692,1,130,101,157,139,1,3,1,3,3,0,1,0,2,2,0,2,Negative
23696,0.5833333333333334,26,101,149,32,2,0,4,3,1,2,2,0,2,2,0,0,Negative
23699,11,46,101,94,44,2,1,2,1,1,0,1,0,2,2,0,2,Negative
23703,3,74,102,98,50,0,1,1,3,1,2,0,0,2,2,0,2,Negative
23704,12,71,99,120,35,1,3,1,1,3,0,0,0,2,2,0,2,Negative
23706,5,46,102,158,35,2,0,2,0,1,0,2,0,2,2,0,2,Negative
23708,4,26,103,185,55,2,0,4,2,3,0,0,1,0,2,1,2,Positive
23713,0.4166666666666667,22,102,128,41,2,0,1,3,3,0,0,0,2,0,0,0,Negative
23714,4,68,99,186,43,1,3,4,1,3,2,0,0,0,2,0,2,Negative
23718,7,68,101,110,19,0,1,4,1,3,1,2,0,2,2,0,2,Negative
23724,0.8333333333333334,76,99,138,22,2,0,0,2,3,2,0,0,2,2,0,0,Negative
23729,2,70,103,181,25,2,1,2,1,3,3,2,0,2,0,0,0,Positive
23737,0.4166666666666667,21,101,103,59,2,0,4,2,2,0,0,0,2,2,0,1,Negative
23739,5,87,99,99,19,2,0,1,3,1,3,2,0,2,2,0,2,Negative
23741,2,37,102,101,44,0,0,2,3,3,0,0,0,2,2,0,2,Negative
23742,2,43,102,113,40,1,3,2,3,1,2,2,0,2,2,0,2,Negative
23745,0.3333333333333333,77,100,98,128,2,2,2,1,1,2,0,0,2,2,0,2,Negative
23751,0.5833333333333334,64,102,136,128,1,3,4,3,3,2,2,0,2,2,0,1,Negative
23753,1,87,101,148,150,2,0,2,1,3,1,0,0,2,2,0,0,Negative
23755,2,67,101,153,36,2,2,2,1,3,2,0,0,2,2,0,2,Negative
23757,0.9166666666666666,57,101,144,24,2,0,4,1,3,0,2,0,2,2,0,2,Negative
23762,2,141,102,126,26,2,0,0,1,1,2,2,0,2,2,0,2,Negative
23765,5,85,102,170,26,2,2,2,3,1,1,2,0,2,2,0,2,Negative
23766,5,23,100,163,41,2,2,2,3,3,2,1,0,2,0,0,2,Negative
23769,0.057692307692307696,63,99,146,35,1,3,4,1,3,1,0,0,2,2,0,2,Negative
23775,0.08333333333333333,11,101,164,44,2,0,1,2,1,2,2,0,2,2,0,2,Negative
23778,1,64,101,142,132,2,1,1,3,3,0,2,0,0,2,0,2,Negative
23779,0.08333333333333333,74,102,158,43,2,2,2,3,1,2,1,0,2,2,1,2,Negative
23784,1,11,101,126,122,2,0,1,2,2,2,1,0,2,2,0,2,Negative
23789,0.16666666666666666,84,99,157,32,2,0,1,1,3,2,0,0,2,2,0,2,Negative
23796,0.4166666666666667,64,102,103,27,2,0,1,3,3,2,1,0,2,2,0,2,Negative
23797,1,85,99,163,35,0,0,4,3,1,2,2,0,2,2,0,0,Negative
23798,0.4166666666666667,64,102,183,37,2,0,1,3,3,2,2,0,2,0,0,2,Negative
23800,5,8,102,139,60,0,0,4,1,1,1,2,0,0,2,0,2,Negative
23805,2,88,102,141,29,2,2,1,2,1,2,0,0,2,0,0,2,Negative
23810,1,90,101,181,139,2,2,2,3,1,0,1,0,2,2,0,0,Negative
23819,2,53,101,129,37,2,0,4,0,3,2,0,0,2,2,0,2,Negative
23826,2,38,101,118,123,0,1,1,1,1,2,2,0,2,0,1,2,Negative
23832,1,81,100,148,26,0,0,4,0,1,0,2,0,2,2,0,2,Negative
23833,0.038461538461538464,25,100,131,50,2,0,2,3,1,0,0,0,0,2,0,2,Negative
23834,0.038461538461538464,83,100,128,41,2,0,2,2,2,2,2,0,2,2,0,2,Negative
23836,0.4166666666666667,69,99,168,46,2,2,4,3,3,2,2,0,2,2,0,0,Negative
23839,0.9166666666666666,59,101,100,44,2,0,4,2,1,2,2,0,2,2,0,2,Negative
23841,0.5,64,100,104,141,2,0,1,3,1,2,2,0,2,2,0,2,Negative
23844,9,69,99,122,29,2,0,4,3,1,2,2,0,2,2,0,2,Negative
23845,8,43,103,173,129,2,0,1,3,3,0,2,1,2,0,1,2,Positive
23851,2,63,100,110,137,2,0,1,1,0,2,2,0,2,2,1,2,Negative
23855,5,46,102,167,54,2,0,2,1,3,2,0,0,0,2,0,1,Negative
23856,3,59,102,152,32,2,2,4,0,1,2,0,0,2,2,0,0,Negative
23859,0.75,87,99,163,33,1,3,0,3,1,2,2,0,2,2,0,2,Negative
23860,7,35,99,104,20,2,2,2,3,1,0,2,0,2,2,1,4,Negative
23862,4,51,99,166,133,0,1,0,3,1,0,0,0,0,0,0,2,Negative
23867,0.25,90,102,173,24,2,0,4,1,3,2,1,0,2,2,0,2,Negative
23868,1,60,104,179,120,1,3,1,3,3,0,0,0,1,2,0,2,Positive
23869,0.08333333333333333,38,101,96,141,2,2,4,3,3,2,2,0,2,2,0,2,Negative
23872,0.4166666666666667,54,101,166,56,2,0,2,2,3,1,0,0,2,2,0,0,Negative
23873,3,58,100,148,30,1,3,1,3,3,1,2,0,2,2,0,2,Negative
23877,5,39,99,163,20,2,1,1,1,1,2,0,0,2,2,0,0,Negative
23878,1,90,101,109,132,2,0,1,1,3,2,2,0,1,2,0,2,Negative
23880,2,25,100,149,58,1,3,4,0,3,0,1,0,2,0,0,2,Negative
23881,4,82,102,133,49,2,2,4,3,2,0,1,0,2,2,0,2,Negative
23883,9,29,99,92,23,2,1,4,1,3,2,0,1,2,0,0,2,Negative
23884,0.75,89,102,149,24,2,0,4,3,3,0,2,0,2,2,0,2,Negative
23889,7,43,103,177,27,0,0,2,3,3,0,2,1,0,0,1,2,Positive
23890,6,21,101,139,22,1,3,4,1,1,2,2,1,2,0,0,2,Negative
23892,1,23,100,107,23,0,0,1,2,3,2,2,0,0,0,0,2,Negative
23896,0.25,89,99,175,147,0,2,1,1,2,1,2,0,2,2,0,2,Negative
23899,6,40,102,125,60,2,1,1,3,3,2,0,0,2,2,0,2,Negative
23902,1,112,101,131,58,2,2,4,3,3,0,2,0,0,2,0,2,Negative
23903,1,51,101,149,23,2,1,2,1,3,1,2,0,2,2,0,2,Negative
23904,0.25,29,99,149,26,2,0,4,1,1,0,0,0,2,2,0,2,Negative
23905,3,61,102,109,138,0,0,4,2,1,2,2,0,2,0,0,2,Negative
23911,3,65,101,120,37,2,1,2,1,2,2,2,0,2,2,1,2,Negative
23912,1,35,105,187,37,2,2,2,1,3,3,2,0,1,1,1,0,Positive
23915,3,79,100,134,147,1,3,2,3,1,0,2,0,0,2,0,2,Negative
23916,2,105,101,134,42,1,3,1,1,3,0,2,0,2,0,0,2,Negative
23917,0.16666666666666666,52,105,90,146,2,0,2,1,3,3,0,0,1,2,1,2,Positive
23919,1,70,99,127,30,2,2,1,2,1,2,2,0,0,0,0,2,Negative
23923,2,34,101,168,55,2,1,4,3,3,2,2,0,2,2,0,2,Negative
23924,3,90,100,186,49,1,3,4,3,2,0,1,0,2,2,0,2,Negative
23926,1,45,102,141,126,2,0,1,1,1,2,2,0,2,2,0,2,Negative
23927,0.25,60,100,175,47,2,2,1,3,3,0,2,0,2,2,0,2,Negative
23929,0.25,82,102,131,19,2,1,4,1,3,2,2,0,2,2,0,0,Negative
23940,1,49,103,88,55,2,0,2,1,0,2,0,1,2,0,0,2,Positive
23941,0.16666666666666666,42,100,91,27,1,3,1,2,1,0,2,0,2,2,0,2,Negative
23945,1,69,101,147,43,2,1,1,3,3,2,1,0,2,0,0,2,Negative
23946,10,62,99,132,131,2,0,1,1,3,2,2,0,2,0,0,2,Negative
23958,0.16666666666666666,27,102,109,60,2,2,2,1,3,0,0,0,2,2,0,2,Negative
23962,7,63,102,95,147,2,1,4,3,3,1,2,0,2,2,0,2,Negative
23964,4,28,101,188,47,2,2,2,1,1,2,2,0,2,0,0,2,Negative
23967,12,59,100,93,39,2,0,1,1,1,2,0,0,0,2,0,2,Negative
23970,0.5833333333333334,14,100,118,30,2,0,4,3,3,2,0,0,2,0,0,2,Negative
23972,3,61,101,120,51,2,0,4,1,3,2,2,0,2,2,0,2,Negative
23975,1,38,101,162,22,2,0,4,1,1,2,2,1,2,2,0,2,Negative
23976,1,49,102,92,25,2,0,4,3,1,0,2,0,0,2,0,0,Negative
23978,4,27,101,173,27,1,3,2,3,3,2,2,0,2,2,0,2,Negative
23982,1,38,100,105,33,2,2,4,3,1,2,2,0,2,2,0,2,Negative
23983,0.5833333333333334,38,99,160,120,2,1,1,3,0,2,2,0,2,0,1,2,Negative
23986,1,57,100,169,60,2,0,4,1,0,2,2,0,2,2,0,2,Negative
23987,2,43,99,94,131,1,3,1,2,1,0,0,0,2,2,0,2,Negative
23988,4,29,100,155,120,2,0,1,2,3,1,0,0,2,2,0,2,Negative
23989,3,21,100,137,143,0,0,4,1,1,2,1,0,0,0,0,0,Negative
23990,0.5833333333333334,23,103,177,40,2,1,2,3,1,0,0,1,2,1,0,4,Positive
23991,1,65,101,125,137,2,1,1,1,3,1,0,0,2,2,0,2,Negative
23996,4,41,102,92,22,2,1,2,1,1,2,2,0,2,0,0,2,Negative
24004,0.4166666666666667,25,101,176,58,2,0,4,1,1,2,2,0,2,2,1,2,Negative
24006,5,64,101,91,29,2,0,4,1,2,0,0,0,2,2,0,2,Negative
24008,0.16666666666666666,18,102,128,49,2,0,2,0,3,2,2,0,2,0,1,2,Negative
24014,12,47,101,89,32,2,1,1,3,3,2,1,0,2,2,0,2,Negative
24015,3,59,100,171,149,1,3,4,3,3,2,1,0,2,2,0,2,Negative
24024,10,32,101,155,24,2,0,4,1,3,2,1,0,2,0,1,4,Negative
24025,3,25,100,135,57,2,2,1,1,1,2,0,0,2,0,0,2,Negative
24027,12,55,105,142,140,1,3,2,1,1,2,0,0,1,1,1,3,Positive
24031,0.08333333333333333,28,100,160,125,2,0,2,3,1,0,2,0,2,2,0,2,Negative
24032,2,74,103,150,148,2,0,2,0,1,2,1,0,1,1,1,3,Positive
24034,5,42,103,183,44,1,3,1,3,1,2,2,0,2,1,1,3,Positive
24035,1,36,101,165,129,1,3,4,2,2,2,2,0,2,2,0,2,Negative
24036,0.75,18,101,171,56,2,1,1,3,1,2,2,0,2,0,0,2,Negative
24039,1,75,99,103,58,1,3,2,1,1,1,0,0,2,2,0,2,Negative
24042,6,30,102,174,134,2,2,1,3,1,0,2,0,2,2,0,2,Negative
24046,0.3333333333333333,16,101,114,125,2,0,2,1,1,2,0,0,2,2,0,2,Negative
24054,4,82,101,90,21,1,3,2,2,3,2,2,0,2,2,0,2,Negative
24059,1,40,102,111,54,1,3,1,1,1,0,2,0,2,2,0,2,Negative
24066,5,72,99,167,42,2,0,4,1,3,2,2,0,2,0,0,2,Negative
24067,5,25,99,147,50,1,3,4,1,1,2,2,0,2,0,0,2,Negative
24068,2,56,101,91,54,2,0,1,1,1,2,2,0,2,2,0,2,Negative
24075,1,59,99,158,138,1,3,1,1,0,2,2,0,2,0,0,2,Negative
24077,0.8333333333333334,45,103,94,23,2,1,1,3,1,0,0,1,0,1,0,2,Positive
24078,5,57,99,128,36,2,0,2,1,1,2,0,0,2,2,0,2,Negative
24080,12,35,101,114,33,2,0,2,3,2,2,2,0,0,2,0,0,Negative
24084,1,37,100,137,25,2,1,4,3,3,0,0,0,2,0,0,2,Negative
24086,6,7,102,96,25,2,1,1,1,3,2,0,0,2,2,0,1,Negative
24091,7,17,101,91,47,2,2,1,1,3,2,2,0,2,0,0,0,Negative
24094,2,86,100,111,144,2,1,0,3,3,0,2,0,2,0,0,2,Negative
