age,weight_lbs,temperature,heart_rate_bpm,resp_rate_bpm,mm,crt,mentation,vomiting,diarrhea,inappetence,lethargic,lameness,muscle_pain,joint_swelling,reported_weight_loss,skin_condition,is_4dx_tested
1.0,35,102,190,47,Pink,1-2 sec,QAR,Chronic,None,Mild,None,None,Mild,None,None,Bruising,Negative
1.0,57,100,163,41,Light Pink,<1 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
1.0,79,100,149,139,Pink,>2 sec,BAR,Moderate,None,None,None,None,None,None,None,Normal,Negative
0.16666666666666666,29,99,112,31,Pale,UTO,Dull/Depressed,Mild,Mild,Mild,Mild,None,None,None,None,Normal,Negative
1.0,72,103,95,27,Pink,1-2 sec,Dull/Depressed,Mild,Moderate,Mild,None,None,Moderate,None,Present,Bruising,Positive
0.08333333333333333,79,99,189,144,Pink,<1 sec,QAR,None,Mild,Mild,Moderate,None,None,None,None,Normal,Negative
0.08333333333333333,57,99,188,53,Pink,1-2 sec,QAR,Mild,Mild,Moderate,None,None,None,None,None,Normal,Negative
2.0,48,105,161,28,Pink,1-2 sec,Dull/Depressed,None,None,Mild,Mild,Present,Moderate,Moderate,Present,Bruising,Positive
8.0,54,100,162,51,Pink,<1 sec,BAR,Mild,None,Mild,None,None,None,None,None,Bruising,Negative
3.0,65,100,141,35,Pink,>2 sec,Dull/Depressed,None,None,None,None,None,None,None,None,Normal,Negative
0.08333333333333333,37,101,94,40,Pale,UTO,Dull/Depressed,None,Mild,Mild,None,None,None,Mild,None,Normal,Negative
2.0,18,102,107,53,Light Pink,<1 sec,QAR,Mild,None,None,Mild,None,None,Moderate,None,Normal,Negative
2.0,49,100,134,25,Pink,1-2 sec,BAR,Mild,None,None,Mild,None,Mild,None,None,Normal,Negative
0.08333333333333333,32,99,178,60,Pink,1-2 sec,QAR,Moderate,None,None,Mild,None,None,None,None,Normal,Negative
1.0,18,101,110,60,Pink,>2 sec,BAR,Mild,Mild,None,None,None,None,Mild,None,Normal,Negative
0.019230769230769232,47,101,127,19,Pale,UTO,QAR,None,Mild,Moderate,Moderate,None,None,None,None,Normal,Negative
0.019230769230769232,18,102,171,20,Pink,<1 sec,BAR,Moderate,Mild,Mild,Moderate,None,None,None,None,Normal,Negative
0.019230769230769232,86,104,131,51,Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,Moderate,Moderate,None,Normal,Positive
2.0,18,102,179,59,Light Pink,1-2 sec,Dull/Depressed,Chronic,Mild,Mild,None,None,None,None,None,Normal,Negative
1.0,11,101,127,25,Pink,<1 sec,BAR,None,Moderate,None,None,Present,None,None,None,Normal,Negative
1.0,73,99,163,24,Pink,1-2 sec,QAR,None,None,Mild,Moderate,None,None,None,None,Normal,Negative
3.0,18,102,136,35,Pink,1-2 sec,QAR,Mild,None,None,None,None,None,None,None,Normal,Negative
9.0,52,99,107,51,Pink,<1 sec,Dull/Depressed,Chronic,None,None,Mild,None,None,Mild,None,Normal,Negative
1.0,31,102,124,145,Pink,1-2 sec,BAR,None,Mild,None,Mild,None,None,Mild,None,Bruising,Negative
2.0,83,100,152,42,Pink,1-2 sec,QAR,Mild,None,None,None,None,Mild,None,None,Normal,Negative
1.0,62,100,121,131,Pink,>2 sec,BAR,None,None,Moderate,None,None,None,None,None,Normal,Negative
0.3333333333333333,56,101,130,120,Pink,1-2 sec,QAR,None,Mild,Mild,None,None,None,None,None,Normal,Negative
1.0,18,104,100,128,Pale,UTO,Dull/Depressed,Mild,None,Moderate,Moderate,None,Mild,Moderate,Present,Bruising,Positive
1.0,80,101,100,59,Light Pink,1-2 sec,Dull/Depressed,Moderate,None,None,None,None,Mild,Mild,None,Normal,Negative
1.0,83,103,163,57,Pink,1-2 sec,Dull/Depressed,Mild,Mild,Mild,None,Present,None,Moderate,Present,Normal,Positive
0.4166666666666667,58,105,110,24,Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,Moderate,None,Mild,Moderate,Present,Petechia,Positive
4.0,83,99,92,125,Pale,UTO,BAR,None,Mild,None,Mild,None,Mild,Mild,None,Normal,Negative
5.0,51,102,178,124,Pink,<1 sec,Dull/Depressed,Chronic,None,None,None,None,None,None,None,Normal,Negative
3.0,8,100,115,122,Pink,>2 sec,QAR,None,None,None,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,46,99,114,146,Pink,>2 sec,Dull/Depressed,None,Moderate,Moderate,Moderate,None,None,None,None,Normal,Negative
0.16666666666666666,42,100,146,39,Pink,1-2 sec,BAR,None,Mild,Moderate,None,None,None,None,None,Normal,Negative
1.0,44,101,175,133,Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,None,Mild,None,Normal,Negative
7.0,23,100,123,140,Pink,1-2 sec,QAR,Moderate,None,None,Moderate,None,Mild,None,None,Normal,Negative
3.0,40,99,151,147,Pink,>2 sec,QAR,None,Mild,None,None,None,None,None,None,Normal,Negative
6.0,68,101,99,128,Pink,1-2 sec,Dull/Depressed,None,None,None,Mild,None,Mild,None,None,Normal,Negative
4.0,19,100,110,51,Pale,UTO,Dull/Depressed,None,Mild,None,Mild,None,None,None,None,Normal,Negative
5.0,46,102,189,130,Pink,<1 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.07692307692307693,77,99,101,45,Pink,<1 sec,Dull/Depressed,None,None,None,None,None,None,None,None,Normal,Negative
0.4166666666666667,46,105,91,145,Pink,>2 sec,Dull/Depressed,Moderate,None,Mild,Moderate,None,Moderate,Moderate,None,Normal,Positive
1.0,84,101,110,51,Light Pink,>2 sec,Dull/Depressed,None,Mild,Mild,Moderate,None,None,None,None,Normal,Negative
1.0,69,99,95,60,Pink,>2 sec,QAR,None,Chronic,Mild,None,None,None,Mild,None,Bruising,Negative
15.0,77,102,160,19,Light Pink,1-2 sec,Dull/Depressed,None,None,Mild,Mild,None,None,None,None,Normal,Negative
9.0,71,100,180,20,Pink,<1 sec,QAR,Mild,Mild,None,None,None,Mild,None,None,Bruising,Negative
1.0,90,101,157,47,Pink,<1 sec,Dull/Depressed,Moderate,None,Mild,Moderate,None,None,Mild,None,Normal,Negative
1.0,87,99,143,138,Light Pink,<1 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
8.0,29,99,90,148,Pink,>2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Bruising,Negative
8.0,11,99,112,143,Pink,<1 sec,QAR,Mild,None,None,None,None,None,None,None,Normal,Negative
0.16666666666666666,20,101,103,122,Pink,1-2 sec,QAR,None,None,Moderate,None,Present,None,None,None,Normal,Negative
0.16666666666666666,82,99,183,48,Pink,1-2 sec,BAR,None,Mild,None,None,None,None,None,None,Normal,Negative
10.0,89,100,105,139,Light Pink,1-2 sec,BAR,Mild,None,None,Mild,None,None,None,None,Normal,Negative
3.0,40,101,139,19,Pink,<1 sec,Dull/Depressed,Moderate,None,None,None,None,None,None,None,Bruising,Negative
8.0,15,100,184,20,Pink,1-2 sec,BAR,Moderate,None,None,None,None,Mild,None,None,Bruising,Negative
2.0,73,100,184,42,Pink,>2 sec,BAR,Mild,None,None,None,None,None,None,None,Normal,Negative
1.0,88,99,120,31,Light Pink,1-2 sec,BAR,Mild,None,None,Moderate,None,None,None,None,Normal,Negative
0.16666666666666666,11,103,161,125,Pale,UTO,Dull/Depressed,Mild,None,Mild,Mild,Present,Moderate,Moderate,Present,Bruising,Positive
2.0,76,100,167,35,Pink,>2 sec,BAR,None,Chronic,Moderate,Moderate,None,None,None,None,Normal,Negative
8.0,17,99,131,31,Pink,>2 sec,BAR,None,None,None,Moderate,None,None,None,None,Irritation,Negative
0.75,53,99,144,26,Pale,UTO,QAR,None,Mild,None,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,87,102,144,25,Pink,<1 sec,QAR,Mild,Moderate,None,None,None,None,None,None,Normal,Negative
0.08333333333333333,27,99,118,19,Light Pink,1-2 sec,BAR,Mild,None,None,Mild,None,None,None,None,Normal,Negative
1.0,29,102,132,129,Pink,>2 sec,Dull/Depressed,Mild,Moderate,None,None,None,None,None,None,Normal,Negative
1.0,88,102,162,45,Pink,>2 sec,BAR,None,None,None,None,None,None,None,None,Normal,Negative
1.0,64,101,140,54,Pink,1-2 sec,QAR,Mild,None,None,Mild,None,None,Mild,None,Normal,Negative
2.0,28,100,164,37,Pink,1-2 sec,QAR,Chronic,None,Mild,Mild,None,None,None,None,Normal,Negative
2.0,47,105,104,50,Pink,>2 sec,Dull/Depressed,Mild,Mild,Mild,None,None,Mild,Mild,None,Normal,Positive
3.0,79,102,158,129,Pink,1-2 sec,BAR,None,Mild,None,None,None,None,None,None,Bruising,Negative
1.0,29,100,126,53,Pink,1-2 sec,Dull/Depressed,None,None,None,Mild,None,None,Mild,None,Normal,Negative
1.0,23,101,134,32,Light Pink,>2 sec,BAR,None,None,Mild,Mild,None,None,None,Present,Normal,Negative
9.0,196,104,174,127,Pink,1-2 sec,Dull/Depressed,Moderate,Moderate,Moderate,Moderate,None,Moderate,Moderate,Present,Normal,Positive
9.0,38,100,166,41,Pink,1-2 sec,BAR,Mild,None,Mild,None,None,None,None,None,Normal,Negative
5.0,75,102,182,59,Pink,1-2 sec,Dull/Depressed,Mild,Chronic,None,None,None,None,Mild,None,Normal,Negative
1.0,62,102,190,122,Pink,<1 sec,QAR,Moderate,None,Mild,None,None,None,None,None,Bruising,Negative
2.0,88,99,185,20,Pale,UTO,Dull/Depressed,None,None,Severe,None,None,None,None,None,Normal,Negative
0.16666666666666666,80,102,146,123,Pink,1-2 sec,QAR,Mild,Mild,None,None,Present,None,None,None,Normal,Negative
0.16666666666666666,127,100,132,55,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.4166666666666667,61,102,128,131,Pink,1-2 sec,QAR,Moderate,None,None,Moderate,None,None,None,None,Normal,Negative
0.4166666666666667,71,102,104,28,Pink,<1 sec,BAR,Mild,None,Mild,None,None,None,None,Present,Normal,Negative
1.0,64,102,103,129,Light Pink,<1 sec,BAR,None,Mild,Mild,Mild,None,None,None,None,Normal,Negative
8.0,52,99,172,147,Light Pink,<1 sec,BAR,None,Mild,Mild,None,Present,None,None,None,Irritation,Negative
0.16666666666666666,35,102,100,46,Pink,1-2 sec,Dull/Depressed,None,Moderate,None,None,None,None,None,Present,Normal,Negative
0.16666666666666666,134,100,171,22,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
8.0,180,105,102,120,Pale,UTO,Dull/Depressed,None,Mild,Severe,Mild,Present,Mild,Moderate,Present,Normal,Positive
0.16666666666666666,89,100,129,150,Light Pink,>2 sec,QAR,None,None,None,Mild,None,None,None,None,Normal,Negative
0.9166666666666666,50,101,101,34,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,None,Present,Normal,Negative
1.0,85,99,187,32,Light Pink,<1 sec,BAR,None,Mild,None,None,None,None,None,None,Normal,Negative
1.0,92,100,134,18,Pink,1-2 sec,Anxious/Agitated,None,Moderate,None,Moderate,None,None,Mild,None,Normal,Negative
1.0,23,103,148,32,Pink,1-2 sec,Dull/Depressed,Moderate,None,Moderate,Mild,None,Moderate,Moderate,Present,Petechia,Positive
2.0,78,101,129,126,Light Pink,1-2 sec,BAR,Moderate,Moderate,None,Moderate,None,None,None,None,Normal,Negative
0.3333333333333333,39,100,99,37,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,None,None,None,None,None,Normal,Negative
0.08333333333333333,56,99,165,150,Pink,1-2 sec,Dull/Depressed,None,Mild,None,Mild,None,None,Mild,None,Normal,Negative
8.0,33,99,137,58,Pink,<1 sec,BAR,None,None,None,Mild,None,None,None,None,Normal,Negative
1.0,89,103,129,45,Pink,1-2 sec,QAR,Mild,None,Mild,Mild,Present,None,None,Present,Normal,Positive
2.0,44,102,104,47,Pink,1-2 sec,BAR,None,None,None,Mild,None,None,None,None,Normal,Negative
5.0,54,100,120,55,Pink,<1 sec,BAR,None,Mild,Mild,Mild,None,None,Mild,None,Normal,Negative
2.0,40,99,134,124,Pink,1-2 sec,BAR,Mild,Mild,Moderate,None,None,None,None,None,Bruising,Negative
10.0,81,103,107,52,Light Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Mild,Present,Mild,Moderate,None,Normal,Positive
0.5,80,101,136,39,Pale,UTO,BAR,Mild,None,None,None,None,None,None,None,Normal,Negative
3.0,73,101,129,127,Pink,1-2 sec,BAR,None,None,Mild,None,None,Mild,None,None,Bruising,Negative
10.0,42,101,165,57,Pink,<1 sec,Dull/Depressed,None,None,Mild,Mild,None,None,None,None,Normal,Negative
6.0,165,101,148,130,Pink,1-2 sec,QAR,None,Mild,None,None,None,None,None,None,Normal,Negative
7.0,44,102,159,23,Light Pink,<1 sec,QAR,None,None,None,Mild,None,None,None,None,Bruising,Negative
9.0,31,99,175,51,Pink,1-2 sec,Dull/Depressed,None,None,None,Mild,None,None,None,None,Normal,Negative
4.0,63,101,150,45,Light Pink,1-2 sec,QAR,Mild,None,None,Moderate,None,Mild,None,None,Normal,Negative
8.0,48,101,135,144,Pink,1-2 sec,QAR,None,Mild,Mild,None,None,None,None,None,Normal,Negative
1.0,61,101,110,53,Pink,1-2 sec,Dull/Depressed,Moderate,Mild,None,None,None,None,None,None,Normal,Negative
0.4166666666666667,32,102,137,29,Pink,>2 sec,QAR,Moderate,Mild,None,Mild,None,None,None,None,Normal,Negative
2.0,55,102,118,48,Pale,UTO,BAR,Mild,Moderate,None,Mild,None,None,None,None,Normal,Negative
1.0,33,102,95,144,Pink,1-2 sec,Dull/Depressed,None,Mild,None,None,None,None,None,None,Normal,Negative
1.0,50,102,90,132,Pink,<1 sec,QAR,Chronic,Mild,Moderate,None,None,None,None,None,Normal,Negative
4.0,86,100,170,41,Pink,<1 sec,QAR,Moderate,Mild,None,Moderate,None,None,None,None,Normal,Negative
0.3333333333333333,21,102,127,33,Pink,>2 sec,QAR,Mild,Chronic,None,None,None,None,Mild,None,Normal,Negative
0.9166666666666666,29,102,182,55,Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
10.0,53,100,156,29,Pink,1-2 sec,Dull/Depressed,Moderate,Mild,None,Moderate,None,Mild,None,None,Bruising,Negative
1.0,54,105,159,32,Pink,>2 sec,QAR,Mild,Chronic,Mild,Mild,Present,Mild,Moderate,Present,Bruising,Positive
0.6666666666666666,30,100,98,131,Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
7.0,49,100,141,42,Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,Moderate,None,None,None,None,Normal,Negative
7.0,82,100,145,44,Pink,1-2 sec,Dull/Depressed,Mild,Mild,Mild,None,None,None,None,None,Normal,Negative
0.5833333333333334,38,99,100,133,Pink,1-2 sec,BAR,None,Moderate,Mild,None,None,None,None,None,Normal,Negative
0.4166666666666667,38,102,158,47,Pink,1-2 sec,Dull/Depressed,None,Mild,None,None,None,None,None,None,Normal,Negative
5.0,44,100,180,59,Pink,1-2 sec,QAR,Mild,Mild,None,Mild,None,None,None,None,Normal,Negative
2.0,48,100,145,60,Pink,1-2 sec,QAR,None,None,Moderate,None,None,None,None,None,Irritation,Negative
8.0,38,100,139,33,Pink,>2 sec,QAR,Mild,None,Mild,None,None,None,None,None,Normal,Negative
0.25,74,102,188,23,Light Pink,1-2 sec,Dull/Depressed,None,None,Mild,None,None,None,None,Present,Bruising,Negative
2.0,38,101,177,35,Pink,<1 sec,QAR,Mild,Mild,Mild,None,None,None,None,None,Bruising,Negative
0.16666666666666666,65,100,190,141,Pink,1-2 sec,QAR,None,Mild,None,None,None,None,None,None,Bruising,Negative
0.9166666666666666,55,102,116,38,Pink,1-2 sec,QAR,Chronic,None,None,None,None,None,Mild,None,Normal,Negative
2.0,80,100,177,30,Pink,1-2 sec,Obtunded,Mild,Mild,Mild,Mild,None,None,None,None,Bruising,Negative
0.07692307692307693,11,100,189,57,Pink,>2 sec,QAR,Mild,Moderate,None,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,39,100,174,40,Pink,>2 sec,Anxious/Agitated,Mild,Mild,None,None,None,Mild,None,None,Normal,Negative
2.0,53,101,130,57,Light Pink,1-2 sec,QAR,None,Mild,None,Mild,None,None,Mild,None,Normal,Negative
2.0,43,100,156,134,Pink,1-2 sec,BAR,None,None,Moderate,Moderate,None,None,None,None,Bruising,Negative
3.0,25,104,109,27,Pink,1-2 sec,BAR,Mild,None,Moderate,Moderate,None,None,Moderate,Present,Petechia,Positive
1.0,50,105,99,42,Pink,>2 sec,QAR,Mild,Moderate,Severe,Mild,None,Moderate,Mild,None,Normal,Positive
2.0,77,99,95,38,Pink,1-2 sec,QAR,Mild,Moderate,Mild,None,None,None,None,None,Normal,Negative
2.0,17,102,143,48,Pink,1-2 sec,BAR,None,None,Mild,None,None,None,None,None,Normal,Negative
2.0,200,105,151,133,Pink,<1 sec,Dull/Depressed,None,Mild,Mild,Mild,None,Moderate,None,Present,Bruising,Positive
1.0,168,102,113,18,Pink,>2 sec,QAR,None,Mild,None,Moderate,None,None,None,None,Normal,Negative
0.8333333333333334,43,99,113,123,Pink,1-2 sec,QAR,Chronic,Mild,Moderate,Moderate,None,None,None,Present,Normal,Negative
0.16666666666666666,76,104,120,20,Pink,1-2 sec,Dull/Depressed,None,None,Mild,Mild,Present,Mild,Mild,Present,Normal,Positive
1.0,53,101,184,138,Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,None,None,None,Bruising,Negative
0.16666666666666666,72,102,127,46,Light Pink,1-2 sec,Dull/Depressed,Mild,Moderate,None,None,None,Mild,None,None,Normal,Negative
0.5833333333333334,69,102,151,27,Pale,UTO,BAR,Mild,Mild,Moderate,None,None,None,Mild,None,Normal,Negative
5.0,84,101,155,23,Pink,1-2 sec,BAR,None,Mild,None,None,None,None,None,None,Normal,Negative
1.0,88,102,100,56,Pink,1-2 sec,BAR,Moderate,Moderate,Mild,None,None,None,None,Present,Normal,Negative
2.0,89,101,98,56,Pale,UTO,QAR,Moderate,None,None,None,None,None,None,None,Petechiae,Negative
2.0,50,103,137,44,Pink,1-2 sec,BAR,None,None,None,Moderate,Present,None,Moderate,None,Normal,Positive
0.08333333333333333,63,99,93,139,Light Pink,<1 sec,BAR,Mild,Moderate,None,Moderate,None,None,None,None,Normal,Negative
3.0,47,99,133,53,Pink,1-2 sec,BAR,None,None,Mild,None,None,None,Mild,None,Bruising,Negative
0.6666666666666666,13,102,161,18,Pink,1-2 sec,Dull/Depressed,Mild,None,None,Mild,None,None,Mild,None,Normal,Negative
2.0,8,102,174,36,Pink,1-2 sec,Dull/Depressed,Mild,Moderate,None,Mild,None,None,None,None,Normal,Negative
1.0,23,99,175,135,Pink,1-2 sec,BAR,Mild,None,Mild,None,None,None,None,None,Normal,Negative
1.0,46,101,145,52,Pink,>2 sec,Dull/Depressed,None,Moderate,Mild,Mild,None,None,Mild,None,Normal,Negative
1.0,80,100,146,131,Pink,>2 sec,Dull/Depressed,None,Chronic,Mild,None,None,None,None,None,Normal,Negative
0.5,78,99,118,143,Pink,1-2 sec,QAR,None,None,None,Mild,None,Moderate,None,None,Normal,Negative
6.0,33,101,99,54,Pink,1-2 sec,QAR,Mild,Moderate,Mild,None,None,None,None,None,Irritation,Negative
1.0,53,102,139,38,Pink,<1 sec,QAR,Mild,None,None,Mild,None,None,None,Present,Normal,Negative
0.16666666666666666,58,104,167,25,Pink,1-2 sec,Dull/Depressed,Chronic,Chronic,Moderate,Mild,Present,Moderate,None,None,Petechia,Positive
1.0,68,100,135,34,Pink,>2 sec,Anxious/Agitated,Moderate,None,None,None,None,None,None,None,Normal,Negative
3.0,60,102,144,44,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,None,None,None,None,None,Normal,Negative
6.0,69,101,95,60,Pink,1-2 sec,Dull/Depressed,None,None,Mild,None,None,None,None,None,Bruising,Negative
0.6666666666666666,47,100,149,25,Pale,UTO,Anxious/Agitated,Moderate,None,None,None,None,None,Mild,None,Normal,Negative
5.0,37,100,128,124,Pale,UTO,QAR,Mild,None,None,Mild,None,None,None,None,Normal,Negative
2.0,11,102,170,37,Pink,1-2 sec,BAR,None,None,Mild,None,None,None,None,None,Normal,Negative
5.0,74,101,121,40,Pink,>2 sec,BAR,Mild,Mild,None,Mild,None,None,None,None,Normal,Negative
5.0,34,100,88,26,Pale,UTO,BAR,None,None,Mild,Mild,None,None,None,None,Normal,Negative
3.0,39,99,152,30,Pale,UTO,BAR,Mild,Mild,Moderate,Mild,None,None,Mild,None,Normal,Negative
2.0,72,101,117,147,Pink,>2 sec,Dull/Depressed,Mild,None,Moderate,None,None,Mild,None,None,Normal,Negative
8.0,25,100,163,44,Pink,1-2 sec,Dull/Depressed,None,None,Mild,Mild,None,Mild,None,Present,Normal,Negative
1.0,86,101,159,120,Pink,1-2 sec,QAR,Mild,Mild,None,Moderate,None,None,Mild,None,Normal,Negative
0.3333333333333333,158,102,168,39,Pink,<1 sec,QAR,None,Mild,None,Moderate,None,Mild,None,None,Normal,Negative
4.0,79,101,98,18,Pale,UTO,BAR,Mild,None,None,None,None,None,None,None,Normal,Negative
5.0,55,102,182,19,Pale,UTO,QAR,Mild,Mild,Moderate,None,None,None,None,None,Normal,Negative
4.0,88,103,190,47,Pink,1-2 sec,Dull/Depressed,Chronic,Mild,Mild,Mild,Present,Moderate,Mild,Present,Bruising,Positive
5.0,79,99,104,33,Pink,1-2 sec,BAR,Moderate,Mild,None,Moderate,None,None,Mild,None,Normal,Negative
1.0,77,101,176,21,Pink,1-2 sec,Anxious/Agitated,None,None,Mild,None,None,None,None,None,Normal,Negative
2.0,80,101,180,35,Pink,1-2 sec,Dull/Depressed,Mild,None,Moderate,Moderate,None,Mild,None,None,Normal,Negative
2.0,76,99,151,60,Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,None,None,None,Normal,Negative
1.0,55,99,156,59,Light Pink,<1 sec,QAR,None,None,Moderate,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,66,102,131,31,Pale,UTO,Anxious/Agitated,None,Mild,Mild,Mild,None,Mild,None,None,Normal,Negative
0.9166666666666666,47,100,88,36,Light Pink,>2 sec,BAR,Mild,None,None,None,None,None,Mild,None,Normal,Negative
2.0,77,101,97,42,Pink,>2 sec,BAR,None,Mild,None,Mild,None,None,None,None,Normal,Negative
3.0,29,102,132,47,Pink,<1 sec,BAR,None,None,None,None,None,None,None,None,Normal,Negative
2.0,44,101,118,39,Pink,>2 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
1.0,84,99,115,120,Pale,UTO,BAR,None,Mild,None,Moderate,None,None,None,None,Normal,Negative
0.6666666666666666,65,100,187,46,Pink,<1 sec,BAR,Mild,Mild,None,None,None,Mild,None,None,Normal,Negative
15.0,76,103,153,25,Pink,1-2 sec,BAR,Mild,None,Mild,None,Present,Moderate,Moderate,Present,Bruising,Positive
3.0,25,102,112,54,Pale,UTO,Dull/Depressed,Moderate,None,Mild,None,None,None,Mild,None,Normal,Negative
0.0,32,101,134,133,Pink,1-2 sec,QAR,None,Mild,Mild,Mild,None,None,None,None,Normal,Negative
0.0,69,99,143,40,Pink,<1 sec,BAR,None,None,Mild,Mild,None,Mild,Mild,None,Bruising,Negative
0.25,116,99,130,133,Pink,<1 sec,QAR,Mild,Mild,Mild,None,None,None,None,None,Normal,Negative
0.25,31,102,175,54,Pink,1-2 sec,BAR,Mild,None,Mild,None,None,None,None,Present,Normal,Negative
0.6666666666666666,76,101,105,133,Pale,UTO,Dull/Depressed,Mild,None,Moderate,None,None,Mild,Mild,None,Bruising,Negative
1.0,28,102,90,148,Pink,1-2 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
1.0,59,102,170,121,Pink,>2 sec,QAR,None,Mild,Mild,Mild,None,None,None,None,Normal,Negative
2.0,20,99,88,30,Pink,1-2 sec,Dull/Depressed,Mild,Chronic,None,Mild,None,None,Mild,None,Normal,Negative
0.5,31,100,92,21,Pink,1-2 sec,BAR,Mild,None,None,None,None,None,None,None,Normal,Negative
16.0,71,104,174,131,Pink,<1 sec,QAR,Mild,Mild,Moderate,None,None,Moderate,Moderate,Present,Bruising,Positive
0.3333333333333333,57,99,133,18,Pink,1-2 sec,QAR,None,Mild,Moderate,None,None,Mild,None,None,Normal,Negative
2.0,76,101,91,50,Pink,>2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
1.0,87,104,107,54,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,None,Present,Mild,Moderate,None,Normal,Positive
0.08333333333333333,82,101,181,146,Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,None,None,Present,Bruising,Negative
2.0,33,99,185,34,Pink,<1 sec,Dull/Depressed,Moderate,None,Mild,Mild,None,None,Mild,None,Normal,Negative
2.0,43,102,141,43,Pink,>2 sec,Dull/Depressed,Mild,Mild,Mild,Mild,None,None,None,None,Normal,Negative
0.5,71,99,185,56,Pink,1-2 sec,Obtunded,Mild,Chronic,Mild,None,None,None,None,None,Normal,Negative
11.0,86,101,118,43,Pink,<1 sec,BAR,Chronic,Moderate,Mild,None,None,Mild,None,None,Bruising,Negative
1.0,18,101,125,26,Pink,<1 sec,BAR,Moderate,None,None,None,None,None,None,None,Normal,Negative
0.8333333333333334,26,104,104,27,Pink,<1 sec,QAR,Moderate,None,Mild,Moderate,None,Moderate,Mild,Present,Bruising,Positive
4.0,71,105,190,138,Light Pink,1-2 sec,QAR,Chronic,Mild,Mild,Mild,Present,Mild,Moderate,Present,Bruising,Positive
3.0,72,100,139,132,Pink,1-2 sec,Dull/Depressed,None,Mild,None,None,None,None,None,None,Normal,Negative
12.0,61,102,183,32,Pale,UTO,QAR,None,None,None,Moderate,None,None,None,None,Normal,Negative
4.0,62,101,157,51,Pink,<1 sec,Dull/Depressed,Mild,Mild,Moderate,None,None,None,None,None,Normal,Negative
5.0,14,101,166,42,Light Pink,1-2 sec,BAR,Mild,None,None,None,None,None,None,None,Normal,Negative
0.00821917808219178,12,102,137,50,Light Pink,<1 sec,QAR,Mild,Mild,None,Mild,None,None,None,None,Normal,Negative
0.00821917808219178,70,101,108,26,Pink,>2 sec,QAR,Mild,Mild,None,Mild,None,None,None,None,Irritation,Negative
0.00821917808219178,9,102,145,49,Light Pink,<1 sec,QAR,None,None,None,Mild,None,None,None,None,Normal,Negative
0.00821917808219178,29,99,162,137,Pale,UTO,Anxious/Agitated,None,None,None,None,None,None,None,None,Normal,Negative
0.00821917808219178,161,103,112,47,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Mild,None,Moderate,None,Present,Normal,Positive
0.00821917808219178,38,102,148,54,Pink,<1 sec,QAR,None,Moderate,None,None,None,None,None,None,Normal,Negative
0.00821917808219178,39,99,145,29,Pink,>2 sec,Dull/Depressed,Mild,None,Mild,None,None,Mild,None,Present,Normal,Negative
1.0,66,102,110,48,Pink,<1 sec,QAR,None,Mild,None,Moderate,None,None,None,None,Normal,Negative
3.0,30,102,89,36,Pink,1-2 sec,BAR,None,None,Mild,None,None,None,Mild,None,Bruising,Negative
3.0,16,100,101,42,Pink,1-2 sec,BAR,Mild,None,None,Mild,None,Mild,None,None,Normal,Negative
1.0,65,102,97,31,Pink,>2 sec,BAR,Mild,None,None,None,None,None,None,None,Normal,Negative
1.0,5,102,128,26,Pale,UTO,BAR,Mild,Mild,None,Moderate,None,None,None,None,Normal,Negative
1.0,63,99,158,51,Pink,>2 sec,QAR,Moderate,Mild,Moderate,None,None,None,None,None,Bruising,Negative
8.0,49,103,172,34,Light Pink,<1 sec,Obtunded,None,Mild,None,Mild,None,Moderate,None,Present,Normal,Positive
