fipscode,state,county,ixodes_scapularis_county_status_2016,ixodes_pacificus_county_status_2016,ixodes_scapularis_county_status_2018,ixodes_pacificus_county_status_2018,ixodes_scapularis_county_status_2019,ixodes_pacificus_county_status_2019,ixodes_scapularis_county_status_2020,ixodes_pacificus_county_status_2020,ixodes_scapularis_county_status_2021,ixodes_pacificus_county_status_2021
36019,NY,Clinton County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36021,NY,Columbia County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36023,NY,Cortland County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36025,NY,Delaware County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36027,NY,Dutchess County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36029,NY,Erie County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36031,NY,Essex County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36033,NY,Franklin County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36035,NY,Fulton County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36037,NY,Genesee County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36039,NY,Greene County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36041,NY,Hamilton County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36043,NY,Herkimer County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36045,NY,Jefferson County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36047,NYC,Kings County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36049,NY,Lewis County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36051,NY,Livingston County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36053,NY,Madison County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36055,NY,Monroe County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36057,NY,Montgomery County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36059,NY,Nassau County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36061,NYC,New York County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36063,NY,Niagara County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36065,NY,Oneida County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36067,NY,Onondaga County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36069,NY,Ontario County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36071,NY,Orange County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36073,NY,Orleans County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Established,No records
36075,NY,Oswego County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36077,NY,Otsego County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36079,NY,Putnam County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36081,NYC,Queens County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36083,NY,Rensselaer County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36085,NYC,Richmond County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36087,NY,Rockland County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36089,NY,St. Lawrence County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36091,NY,Saratoga County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36093,NY,Schenectady County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36095,NY,Schoharie County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36097,NY,Schuyler County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36099,NY,Seneca County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36101,NY,Steuben County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36103,NY,Suffolk County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36105,NY,Sullivan County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36107,NY,Tioga County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36109,NY,Tompkins County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36111,NY,Ulster County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36113,NY,Warren County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36115,NY,Washington County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36117,NY,Wayne County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36119,NY,Westchester County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36121,NY,Wyoming County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
36123,NY,Yates County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37001,NC,Alamance County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37003,NC,Alexander County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37005,NC,Alleghany County,No records,No records,Established,No records,Established,No records,Established,No records,Established,No records
37007,NC,Anson County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37009,NC,Ashe County,No records,No records,Established,No records,Established,No records,Established,No records,Established,No records
37011,NC,Avery County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37013,NC,Beaufort County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37015,NC,Bertie County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37017,NC,Bladen County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37019,NC,Brunswick County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37021,NC,Buncombe County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37023,NC,Burke County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37025,NC,Cabarrus County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37027,NC,Caldwell County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37029,NC,Camden County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37031,NC,Carteret County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37033,NC,Caswell County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37035,NC,Catawba County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37037,NC,Chatham County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37039,NC,Cherokee County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37041,NC,Chowan County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37043,NC,Clay County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37045,NC,Cleveland County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37047,NC,Columbus County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37049,NC,Craven County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37051,NC,Cumberland County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37053,NC,Currituck County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37055,NC,Dare County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37057,NC,Davidson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37059,NC,Davie County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37061,NC,Duplin County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37063,NC,Durham County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37065,NC,Edgecombe County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37067,NC,Forsyth County,Reported,No records,Established,No records,Established,No records,Established,No records,Established,No records
37069,NC,Franklin County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37071,NC,Gaston County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37073,NC,Gates County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37075,NC,Graham County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37077,NC,Granville County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37079,NC,Greene County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37081,NC,Guilford County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37083,NC,Halifax County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37085,NC,Harnett County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37087,NC,Haywood County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37089,NC,Henderson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37091,NC,Hertford County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37093,NC,Hoke County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37095,NC,Hyde County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37097,NC,Iredell County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37099,NC,Jackson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37101,NC,Johnston County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37103,NC,Jones County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37105,NC,Lee County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37107,NC,Lenoir County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37109,NC,Lincoln County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37111,NC,McDowell County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37113,NC,Macon County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37115,NC,Madison County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37117,NC,Martin County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37119,NC,Mecklenburg County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37121,NC,Mitchell County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37123,NC,Montgomery County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37125,NC,Moore County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37127,NC,Nash County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37129,NC,New Hanover County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37131,NC,Northampton County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37133,NC,Onslow County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37135,NC,Orange County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37137,NC,Pamlico County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37139,NC,Pasquotank County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37141,NC,Pender County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37143,NC,Perquimans County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37145,NC,Person County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37147,NC,Pitt County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37149,NC,Polk County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37151,NC,Randolph County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37153,NC,Richmond County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37155,NC,Robeson County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37157,NC,Rockingham County,No records,No records,Established,No records,Established,No records,Established,No records,Established,No records
37159,NC,Rowan County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37161,NC,Rutherford County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37163,NC,Sampson County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37165,NC,Scotland County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37167,NC,Stanly County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37169,NC,Stokes County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37171,NC,Surry County,Reported,No records,Established,No records,Established,No records,Established,No records,Established,No records
37173,NC,Swain County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37175,NC,Transylvania County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37177,NC,Tyrrell County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37179,NC,Union County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37181,NC,Vance County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37183,NC,Wake County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37185,NC,Warren County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37187,NC,Washington County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37189,NC,Watauga County,No records,No records,Established,No records,Established,No records,Established,No records,Established,No records
37191,NC,Wayne County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
37193,NC,Wilkes County,No records,No records,Established,No records,Established,No records,Established,No records,Established,No records
37195,NC,Wilson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
37197,NC,Yadkin County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
37199,NC,Yancey County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38001,ND,Adams County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38003,ND,Barnes County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38005,ND,Benson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38007,ND,Billings County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38009,ND,Bottineau County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
38011,ND,Bowman County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38013,ND,Burke County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38015,ND,Burleigh County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38017,ND,Cass County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38019,ND,Cavalier County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38021,ND,Dickey County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38023,ND,Divide County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38025,ND,Dunn County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38027,ND,Eddy County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
38029,ND,Emmons County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38031,ND,Foster County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38033,ND,Golden Valley County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38035,ND,Grand Forks County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
38037,ND,Grant County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38039,ND,Griggs County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38041,ND,Hettinger County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38043,ND,Kidder County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38045,ND,LaMoure County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38047,ND,Logan County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38049,ND,McHenry County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38051,ND,McIntosh County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38053,ND,McKenzie County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38055,ND,McLean County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38057,ND,Mercer County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38059,ND,Morton County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38061,ND,Mountrail County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38063,ND,Nelson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38065,ND,Oliver County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38067,ND,Pembina County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
38069,ND,Pierce County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38071,ND,Ramsey County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
38073,ND,Ransom County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
38075,ND,Renville County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38077,ND,Richland County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38079,ND,Rolette County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
38081,ND,Sargent County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38083,ND,Sheridan County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38085,ND,Sioux County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38087,ND,Slope County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38089,ND,Stark County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38091,ND,Steele County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
38093,ND,Stutsman County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38095,ND,Towner County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38097,ND,Traill County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38099,ND,Walsh County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38101,ND,Ward County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38103,ND,Wells County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
38105,ND,Williams County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39001,OH,Adams County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39003,OH,Allen County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39005,OH,Ashland County,Reported,No records,Reported,No records,Established,No records,Established,No records,Established,No records
39007,OH,Ashtabula County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39009,OH,Athens County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39011,OH,Auglaize County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39013,OH,Belmont County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39015,OH,Brown County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39017,OH,Butler County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39019,OH,Carroll County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39021,OH,Champaign County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39023,OH,Clark County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39025,OH,Clermont County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39027,OH,Clinton County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39029,OH,Columbiana County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39031,OH,Coshocton County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39033,OH,Crawford County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39035,OH,Cuyahoga County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39037,OH,Darke County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39039,OH,Defiance County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39041,OH,Delaware County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39043,OH,Erie County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39045,OH,Fairfield County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39047,OH,Fayette County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39049,OH,Franklin County,Reported,No records,Reported,No records,Established,No records,Established,No records,Established,No records
39051,OH,Fulton County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39053,OH,Gallia County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39055,OH,Geauga County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39057,OH,Greene County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39059,OH,Guernsey County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39061,OH,Hamilton County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39063,OH,Hancock County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39065,OH,Hardin County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39067,OH,Harrison County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39069,OH,Henry County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39071,OH,Highland County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39073,OH,Hocking County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39075,OH,Holmes County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39077,OH,Huron County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39079,OH,Jackson County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39081,OH,Jefferson County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39083,OH,Knox County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39085,OH,Lake County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39087,OH,Lawrence County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39089,OH,Licking County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39091,OH,Logan County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39093,OH,Lorain County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39095,OH,Lucas County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39097,OH,Madison County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39099,OH,Mahoning County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39101,OH,Marion County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39103,OH,Medina County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39105,OH,Meigs County,Reported,No records,Reported,No records,Established,No records,Established,No records,Established,No records
39107,OH,Mercer County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39109,OH,Miami County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39111,OH,Monroe County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39113,OH,Montgomery County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39115,OH,Morgan County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39117,OH,Morrow County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39119,OH,Muskingum County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39121,OH,Noble County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39123,OH,Ottawa County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39125,OH,Paulding County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39127,OH,Perry County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39129,OH,Pickaway County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Established,No records
39131,OH,Pike County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39133,OH,Portage County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39135,OH,Preble County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39137,OH,Putnam County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39139,OH,Richland County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39141,OH,Ross County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39143,OH,Sandusky County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39145,OH,Scioto County,Reported,No records,Reported,No records,Established,No records,Established,No records,Established,No records
39147,OH,Seneca County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39149,OH,Shelby County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39151,OH,Stark County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39153,OH,Summit County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39155,OH,Trumbull County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39157,OH,Tuscarawas County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39159,OH,Union County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39161,OH,Van Wert County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
39163,OH,Vinton County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Established,No records
39165,OH,Warren County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39167,OH,Washington County,Reported,No records,Reported,No records,Established,No records,Established,No records,Established,No records
39169,OH,Wayne County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
39171,OH,Williams County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39173,OH,Wood County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
39175,OH,Wyandot County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40001,OK,Adair County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40003,OK,Alfalfa County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40005,OK,Atoka County,Reported,No records,Established,No records,Established,No records,Established,No records,Established,No records
40007,OK,Beaver County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40009,OK,Beckham County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40011,OK,Blaine County,No records,No records,Established,No records,Established,No records,Established,No records,Established,No records
40013,OK,Bryan County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40015,OK,Caddo County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40017,OK,Canadian County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40019,OK,Carter County,Reported,No records,Established,No records,Established,No records,Established,No records,Established,No records
40021,OK,Cherokee County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
40023,OK,Choctaw County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40025,OK,Cimarron County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40027,OK,Cleveland County,No records,No records,Established,No records,Established,No records,Established,No records,Established,No records
40029,OK,Coal County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40031,OK,Comanche County,Reported,No records,Established,No records,Established,No records,Established,No records,Established,No records
40033,OK,Cotton County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40035,OK,Craig County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40037,OK,Creek County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40039,OK,Custer County,No records,No records,Established,No records,Established,No records,Established,No records,Established,No records
40041,OK,Delaware County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40043,OK,Dewey County,No records,No records,Established,No records,Established,No records,Established,No records,Established,No records
40045,OK,Ellis County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40047,OK,Garfield County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40049,OK,Garvin County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40051,OK,Grady County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40053,OK,Grant County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40055,OK,Greer County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
