FIPSCode,State,County,Ixodes_scapularis_County_Status,Ixodes_scapularis_data_source,Ixodes_pacificus_county_status,Ixodes_pacificus_data_source
29079,MO,Grundy County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29081,MO,Harrison County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29083,MO,Henry County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29085,MO,Hickory County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29087,MO,Holt County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29089,MO,Howard County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29091,MO,Howell County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29093,MO,Iron County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29095,MO,Jackson County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29097,MO,Jasper County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29099,MO,Jefferson County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29101,MO,Johnson County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29103,MO,Knox County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29105,MO,Laclede County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29107,MO,Lafayette County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29109,MO,Lawrence County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29111,MO,Lewis County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29113,MO,Lincoln County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29115,MO,Linn County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29117,MO,Livingston County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29119,MO,McDonald County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29121,MO,Macon County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29123,MO,Madison County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29125,MO,Maries County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29127,MO,Marion County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29129,MO,Mercer County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29131,MO,Miller County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29133,MO,Mississippi County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29135,MO,Moniteau County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29137,MO,Monroe County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29139,MO,Montgomery County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29141,MO,Morgan County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29143,MO,New Madrid County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29145,MO,Newton County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29147,MO,Nodaway County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29149,MO,Oregon County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29151,MO,Osage County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29153,MO,Ozark County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29155,MO,Pemiscot County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29157,MO,Perry County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29159,MO,Pettis County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29161,MO,Phelps County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29163,MO,Pike County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29165,MO,Platte County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29167,MO,Polk County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29169,MO,Pulaski County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29171,MO,Putnam County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29173,MO,Ralls County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29175,MO,Randolph County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29177,MO,Ray County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29179,MO,Reynolds County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29181,MO,Ripley County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29183,MO,St. Charles County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29185,MO,St. Clair County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29186,MO,Ste. Genevieve County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29187,MO,St. Francois County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29189,MO,St. Louis County County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29195,MO,Saline County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29197,MO,Schuyler County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29199,MO,Scotland County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29201,MO,Scott County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29203,MO,Shannon County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29205,MO,Shelby County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29207,MO,Stoddard County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29209,MO,Stone County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29211,MO,Sullivan County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29213,MO,Taney County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29215,MO,Texas County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29217,MO,Vernon County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29219,MO,Warren County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29221,MO,Washington County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29223,MO,Wayne County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29225,MO,Webster County,Established,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29227,MO,Worth County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29229,MO,Wright County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
29510,MO,St. Louis city County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30001,MT,Beaverhead County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30003,MT,Big Horn County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30005,MT,Blaine County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30007,MT,Broadwater County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30009,MT,Carbon County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30011,MT,Carter County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30013,MT,Cascade County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30015,MT,Chouteau County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30017,MT,Custer County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30019,MT,Daniels County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30021,MT,Dawson County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30023,MT,Deer Lodge County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30025,MT,Fallon County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30027,MT,Fergus County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30029,MT,Flathead County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30031,MT,Gallatin County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30033,MT,Garfield County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30035,MT,Glacier County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30037,MT,Golden Valley County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30039,MT,Granite County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30041,MT,Hill County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30043,MT,Jefferson County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30045,MT,Judith Basin County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30047,MT,Lake County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30049,MT,Lewis and Clark County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30051,MT,Liberty County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30053,MT,Lincoln County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30055,MT,McCone County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30057,MT,Madison County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30059,MT,Meagher County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30061,MT,Mineral County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30063,MT,Missoula County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30065,MT,Musselshell County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30067,MT,Park County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30069,MT,Petroleum County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30071,MT,Phillips County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30073,MT,Pondera County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30075,MT,Powder River County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30077,MT,Powell County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30079,MT,Prairie County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30081,MT,Ravalli County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30083,MT,Richland County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30085,MT,Roosevelt County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30087,MT,Rosebud County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30089,MT,Sanders County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30091,MT,Sheridan County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30093,MT,Silver Bow County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30095,MT,Stillwater County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30097,MT,Sweet Grass County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30099,MT,Teton County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30101,MT,Toole County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30103,MT,Treasure County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30105,MT,Valley County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30107,MT,Wheatland County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30109,MT,Wibaux County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
30111,MT,Yellowstone County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31001,NE,Adams County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31003,NE,Antelope County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31005,NE,Arthur County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31007,NE,Banner County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31009,NE,Blaine County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31011,NE,Boone County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31013,NE,Box Butte County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31015,NE,Boyd County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31017,NE,Brown County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31019,NE,Buffalo County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31021,NE,Burt County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31023,NE,Butler County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31025,NE,Cass County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31027,NE,Cedar County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31029,NE,Chase County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31031,NE,Cherry County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31033,NE,Cheyenne County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31035,NE,Clay County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31037,NE,Colfax County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31039,NE,Cuming County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31041,NE,Custer County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31043,NE,Dakota County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31045,NE,Dawes County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31047,NE,Dawson County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31049,NE,Deuel County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31051,NE,Dixon County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31053,NE,Dodge County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31055,NE,Douglas County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31057,NE,Dundy County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31059,NE,Fillmore County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31061,NE,Franklin County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31063,NE,Frontier County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31065,NE,Furnas County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31067,NE,Gage County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31069,NE,Garden County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31071,NE,Garfield County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31073,NE,Gosper County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31075,NE,Grant County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31077,NE,Greeley County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31079,NE,Hall County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31081,NE,Hamilton County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31083,NE,Harlan County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31085,NE,Hayes County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31087,NE,Hitchcock County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31089,NE,Holt County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31091,NE,Hooker County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31093,NE,Howard County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31095,NE,Jefferson County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31097,NE,Johnson County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31099,NE,Kearney County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31101,NE,Keith County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31103,NE,Keya Paha County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31105,NE,Kimball County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31107,NE,Knox County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31109,NE,Lancaster County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31111,NE,Lincoln County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31113,NE,Logan County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31115,NE,Loup County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31117,NE,McPherson County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31119,NE,Madison County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31121,NE,Merrick County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31123,NE,Morrill County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31125,NE,Nance County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31127,NE,Nemaha County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31129,NE,Nuckolls County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31131,NE,Otoe County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31133,NE,Pawnee County,Reported,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31135,NE,Perkins County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31137,NE,Phelps County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31139,NE,Pierce County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31141,NE,Platte County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31143,NE,Polk County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31145,NE,Red Willow County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31147,NE,Richardson County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31149,NE,Rock County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31151,NE,Saline County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31153,NE,Sarpy County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31155,NE,Saunders County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31157,NE,Scotts Bluff County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31159,NE,Seward County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31161,NE,Sheridan County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31163,NE,Sherman County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31165,NE,Sioux County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31167,NE,Stanton County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31169,NE,Thayer County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31171,NE,Thomas County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31173,NE,Thurston County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31175,NE,Valley County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31177,NE,Washington County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31179,NE,Wayne County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31181,NE,Webster County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31183,NE,Wheeler County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
31185,NE,York County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
32001,NV,Churchill County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
32003,NV,Clark County,No records,Eisen et al. 2016. J Med Entomol.,Reported,Eisen et al. 2016. J Med Entomol.
32005,NV,Douglas County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
32007,NV,Elko County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
32009,NV,Esmeralda County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
32011,NV,Eureka County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
32013,NV,Humboldt County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
32015,NV,Lander County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
32017,NV,Lincoln County,No records,Eisen et al. 2016. J Med Entomol.,Reported,Eisen et al. 2016. J Med Entomol.
32019,NV,Lyon County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
32021,NV,Mineral County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
32023,NV,Nye County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
32027,NV,Pershing County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
32029,NV,Storey County,No records,Eisen et al. 2016. J Med Entomol.,No records,Eisen et al. 2016. J Med Entomol.
